時間,ICE-Newcastle煤 (L),時間,ICE-Rotterdam煤 (L),時間,中國-動力煤期貨 (R),時間,中國-焦煤期貨 (R)
2022-05-24,408.0000,2022-05-26,330.6000,,,2022-10-26,1957.5000
2022-05-25,404.6500,2022-05-27,329.7500,,,2022-10-27,1943.0000
2022-05-26,403.0000,2022-05-30,306.0000,,,2022-10-28,1925.0000
2022-05-27,406.6500,2022-05-31,333.0000,,,2022-10-31,1865.0000
2022-05-30,401.0000,2022-06-01,326.1500,,,2022-11-01,1941.5000
2022-05-31,427.0000,2022-06-02,327.1500,,,2022-11-02,1961.5000
2022-06-01,412.0000,2022-06-03,327.1500,,,2022-11-03,1974.0000
2022-06-02,412.5000,2022-06-06,333.6000,,,2022-11-04,2065.0000
2022-06-03,412.5000,2022-06-07,326.2000,,,2022-11-07,2067.5000
2022-06-06,415.2500,2022-06-08,330.0000,,,2022-11-08,2089.0000
2022-06-07,397.0000,2022-06-09,323.0000,,,2022-11-09,2094.0000
2022-06-08,395.4000,2022-06-10,317.5000,,,2022-11-10,2032.0000
2022-06-09,396.0000,2022-06-13,317.1500,,,2022-11-11,2126.5000
2022-06-10,392.3500,2022-06-14,323.0000,,,2022-11-14,2122.5000
2022-06-13,390.3500,2022-06-15,332.4500,,,2022-11-15,2160.0000
2022-06-14,383.5000,2022-06-16,330.6500,,,2022-11-16,2167.0000
2022-06-15,386.3500,2022-06-17,335.0000,,,2022-11-17,2170.0000
2022-06-16,387.3500,2022-06-20,345.3500,,,2022-11-18,2193.5000
2022-06-17,389.3500,2022-06-21,345.5000,,,2022-11-21,2129.0000
2022-06-20,392.7500,2022-06-22,345.5000,,,2022-11-22,2084.5000
2022-06-21,390.0000,2022-06-23,350.0000,,,2022-11-23,2137.0000
2022-06-22,392.0000,2022-06-24,348.1000,,,2022-11-24,2157.5000
2022-06-23,397.5000,2022-06-27,372.0000,,,2022-11-25,2203.0000
2022-06-24,397.0000,2022-06-28,366.5000,,,2022-11-28,2187.5000
2022-06-27,392.4500,2022-06-29,364.7500,,,2022-11-29,2246.0000
2022-06-28,393.5000,2022-06-30,370.0000,,,2022-11-30,2233.0000
2022-06-29,380.0000,2022-07-01,369.0000,,,2022-12-01,2172.0000
2022-06-30,385.9500,2022-07-04,376.0000,,,2022-12-02,2200.0000
2022-07-01,388.0000,2022-07-05,380.0000,,,2022-12-05,2223.0000
2022-07-04,396.4500,2022-07-06,384.7500,,,2022-12-06,1809.0000
2022-07-05,397.6000,2022-07-07,385.0000,,,2022-12-07,1781.5000
2022-07-06,399.7000,2022-07-08,388.9000,,,2022-12-08,1822.0000
2022-07-07,410.0000,2022-07-11,390.0000,,,2022-12-09,1868.0000
2022-07-08,413.7500,2022-07-12,397.5000,,,2022-12-12,1930.0000
2022-07-11,419.0000,2022-07-13,395.0000,,,2022-12-13,1938.0000
2022-07-12,426.0000,2022-07-14,392.6000,,,2022-12-14,1984.5000
2022-07-13,430.0000,2022-07-15,385.0500,,,2022-12-15,1997.5000
2022-07-14,416.3500,2022-07-18,374.0000,,,2022-12-16,1969.0000
2022-07-15,406.5500,2022-07-19,375.0000,,,2022-12-19,1855.5000
2022-07-18,396.0500,2022-07-20,376.9500,,,2022-12-20,1841.5000
2022-07-19,399.6500,2022-07-21,376.0500,,,2022-12-21,1908.5000
2022-07-20,408.6000,2022-07-22,376.3000,,,2022-12-22,1835.5000
2022-07-21,403.4000,2022-07-25,387.3500,,,2022-12-23,1839.5000
2022-07-22,409.2000,2022-07-26,389.5000,,,2022-12-26,1898.5000
2022-07-25,410.2500,2022-07-27,387.0000,,,2022-12-27,1927.5000
2022-07-26,414.0000,2022-07-28,390.2500,,,2022-12-28,1885.0000
2022-07-27,411.5000,2022-07-29,388.0000,,,2022-12-29,1871.0000
2022-07-28,411.4000,2022-08-01,365.5000,,,2022-12-30,1864.5000
2022-07-29,407.9000,2022-08-02,366.0500,,,2023-01-03,1826.5000
2022-08-01,405.0000,2022-08-03,355.0000,,,2023-01-04,1770.0000
2022-08-02,403.5000,2022-08-04,329.5000,,,2023-01-05,1791.0000
2022-08-03,393.5000,2022-08-05,313.6500,,,2023-01-06,1823.0000
2022-08-04,385.0000,2022-08-08,320.0000,,,2023-01-09,1857.5000
2022-08-05,361.0000,2022-08-09,328.7500,,,2023-01-10,1843.0000
2022-08-08,371.0000,2022-08-10,342.0000,,,2023-01-11,1882.5000
2022-08-09,384.5000,2022-08-11,344.0000,,,2023-01-12,1855.0000
2022-08-10,398.6500,2022-08-12,350.5000,,,2023-01-13,1888.0000
2022-08-11,401.0000,2022-08-15,353.9000,,,2023-01-16,1868.0000
2022-08-12,407.6500,2022-08-16,358.0500,,,2023-01-17,1857.5000
2022-08-15,407.5000,2022-08-17,359.7500,,,2023-01-18,1892.0000
2022-08-16,405.0000,2022-08-18,365.0000,,,2023-01-19,1896.0000
2022-08-17,413.9000,2022-08-19,371.2500,,,2023-01-20,1886.0000
2022-08-18,413.9000,2022-08-22,377.7500,,,2023-01-30,1867.0000
2022-08-19,416.2500,2022-08-23,370.0000,,,2023-01-31,1832.5000
2022-08-22,418.3500,2022-08-24,371.2500,,,2023-02-01,1788.5000
2022-08-23,417.6000,2022-08-25,368.0000,,,2023-02-02,1800.5000
2022-08-24,412.6000,2022-08-26,368.8000,,,2023-02-03,1812.0000
2022-08-25,417.5000,2022-08-29,375.0500,,,2023-02-06,1835.5000
2022-08-26,417.4000,2022-08-30,365.7500,,,2023-02-07,1828.5000
2022-08-29,422.7500,2022-08-31,367.0000,,,2023-02-08,1843.5000
2022-08-30,414.5500,2022-09-01,370.2500,,,2023-02-09,1845.5000
2022-08-31,425.0000,2022-09-02,376.0000,,,2023-02-10,1840.0000
2022-09-01,427.3500,2022-09-05,392.5000,,,2023-02-13,1789.0000
2022-09-02,435.0000,2022-09-06,380.0000,,,2023-02-14,1813.0000
2022-09-05,457.8000,2022-09-07,363.0500,,,2023-02-15,1825.0000
2022-09-06,450.2500,2022-09-08,341.0000,,,2023-02-16,1865.5000
2022-09-07,439.0000,2022-09-09,337.0000,,,2023-02-17,1897.0000
2022-09-08,440.3500,2022-09-12,329.0000,,,2023-02-20,1925.0000
2022-09-09,435.2500,2022-09-13,336.0000,,,2023-02-21,1975.0000
2022-09-12,437.5000,2022-09-14,336.0000,,,2023-02-22,1960.0000
2022-09-13,439.3500,2022-09-15,337.2000,,,2023-02-23,2020.5000
2022-09-14,444.2000,2022-09-16,331.0000,,,2023-02-24,2049.5000
2022-09-15,445.5000,2022-09-19,334.2500,,,2023-02-27,2064.0000
2022-09-16,439.0000,2022-09-20,323.6500,,,2023-02-28,2013.5000
2022-09-19,439.0500,2022-09-21,324.0500,,,2023-03-01,2033.5000
2022-09-20,441.3000,2022-09-22,323.6500,,,2023-03-02,2018.0000
2022-09-21,444.5000,2022-09-26,325.7500,,,2023-03-03,2004.0000
2022-09-22,435.6500,2022-09-27,325.6000,,,2023-03-06,1980.0000
2022-09-23,435.2000,2022-09-28,328.1500,,,2023-03-07,1973.5000
2022-09-26,438.0000,2022-09-29,328.1500,,,2023-03-08,1984.0000
2022-09-27,437.6500,2022-09-30,328.5000,,,2023-03-09,1966.0000
2022-09-28,436.0000,2022-10-04,301.0000,,,2023-03-10,1955.5000
2022-09-29,435.7500,2022-10-05,294.3500,,,2023-03-13,2020.5000
2022-09-30,433.7000,2022-10-06,267.8500,,,2023-03-14,1968.0000
2022-10-03,401.5000,2022-10-07,261.6000,,,2023-03-15,1913.0000
2022-10-04,404.0000,2022-10-10,262.0000,,,2023-03-16,1853.5000
2022-10-05,396.2500,2022-10-11,265.8500,,,2023-03-17,1874.5000
2022-10-07,385.8000,2022-10-12,280.1000,,,2023-03-20,1863.5000
2022-10-10,386.5000,2022-10-13,272.5000,,,2023-03-21,1812.0000
2022-10-11,391.1500,2022-10-14,274.0000,,,2023-03-22,1838.0000
2022-10-12,403.0000,2022-10-17,270.5000,,,2023-03-23,1818.5000
2022-10-13,393.5000,2022-10-18,267.0000,,,,
2022-10-14,392.5000,2022-10-19,268.0000,,,,
2022-10-17,392.1500,2022-10-20,270.0000,,,,
2022-10-18,387.8500,2022-10-21,270.0000,,,,
2022-10-19,391.0000,2022-10-24,269.5500,,,,
2022-10-20,391.9500,2022-10-25,270.0500,,,,
2022-10-21,390.0000,2022-10-26,269.1000,,,,
2022-10-24,390.0000,2022-10-27,267.9000,,,,
2022-10-25,388.1500,2022-10-28,275.1500,,,,
2022-10-26,386.5000,2022-10-31,219.2500,,,,
2022-10-27,385.6000,2022-11-01,225.1000,,,,
2022-10-28,385.7000,2022-11-02,229.5000,,,,
2022-10-31,356.3000,2022-11-03,221.0000,,,,
2022-11-01,359.0000,2022-11-04,216.0000,,,,
2022-11-02,361.0000,2022-11-07,200.9000,,,,
2022-11-03,351.0000,2022-11-08,191.5000,,,,
2022-11-04,349.5000,2022-11-09,188.8000,,,,
2022-11-07,344.9000,2022-11-10,190.6500,,,,
2022-11-08,339.0000,2022-11-11,190.5500,,,,
2022-11-09,324.7500,2022-11-14,194.0000,,,,
2022-11-10,324.2500,2022-11-15,203.5000,,,,
2022-11-11,326.8000,2022-11-16,197.0000,,,,
2022-11-14,330.3500,2022-11-17,202.0000,,,,
2022-11-15,341.0000,2022-11-18,207.6500,,,,
2022-11-16,332.5500,2022-11-21,216.2000,,,,
2022-11-17,334.6000,2022-11-22,213.0000,,,,
2022-11-18,343.4500,2022-11-23,213.9000,,,,
2022-11-21,351.0000,2022-11-24,213.8000,,,,
2022-11-22,347.1500,2022-11-25,214.7000,,,,
2022-11-23,346.4500,2022-11-28,249.0000,,,,
2022-11-24,347.3500,2022-11-29,260.0000,,,,
2022-11-25,349.4000,2022-11-30,279.0000,,,,
2022-11-28,379.0000,2022-12-01,266.0000,,,,
2022-11-29,387.4000,2022-12-02,267.0000,,,,
2022-11-30,398.5000,2022-12-05,262.2500,,,,
2022-12-01,385.0000,2022-12-06,266.6500,,,,
2022-12-02,391.0000,2022-12-07,263.3000,,,,
2022-12-05,400.5000,2022-12-08,256.5000,,,,
2022-12-06,408.8000,2022-12-09,260.9000,,,,
2022-12-07,405.6500,2022-12-12,250.2500,,,,
2022-12-08,395.5000,2022-12-13,247.0000,,,,
2022-12-09,402.5000,2022-12-14,240.6000,,,,
2022-12-12,400.2500,2022-12-15,240.0000,,,,
2022-12-13,404.5000,2022-12-16,234.2000,,,,
2022-12-14,404.0000,2022-12-19,230.5000,,,,
2022-12-15,401.9000,2022-12-20,230.4500,,,,
2022-12-16,403.0000,2022-12-21,228.0000,,,,
2022-12-19,401.3500,2022-12-22,229.5000,,,,
2022-12-20,400.0500,2022-12-23,228.7000,,,,
2022-12-21,401.4000,2022-12-27,223.3500,,,,
2022-12-22,400.6500,2022-12-28,227.3500,,,,
2022-12-23,401.1000,2022-12-29,227.8500,,,,
2022-12-27,400.5000,2022-12-30,228.3500,,,,
2022-12-28,402.1000,2023-01-03,187.2500,,,,
2022-12-29,404.1500,2023-01-04,178.7500,,,,
2022-12-30,404.1500,2023-01-05,177.7500,,,,
2023-01-03,393.1000,2023-01-06,172.3000,,,,
2023-01-04,394.5500,2023-01-09,172.6000,,,,
2023-01-05,397.5000,2023-01-10,172.1000,,,,
2023-01-06,396.1500,2023-01-11,165.0000,,,,
2023-01-09,393.8500,2023-01-12,172.7000,,,,
2023-01-10,390.4500,2023-01-13,169.0000,,,,
2023-01-11,370.0000,2023-01-16,168.0000,,,,
2023-01-12,377.5000,2023-01-17,170.0000,,,,
2023-01-13,370.2500,2023-01-18,175.0000,,,,
2023-01-16,368.7500,2023-01-19,175.0000,,,,
2023-01-17,369.2500,2023-01-20,174.4500,,,,
2023-01-18,368.0000,2023-01-23,172.4000,,,,
2023-01-19,363.5000,2023-01-24,170.0000,,,,
2023-01-20,350.9500,2023-01-25,166.7500,,,,
2023-01-23,360.0000,2023-01-26,166.4000,,,,
2023-01-24,359.6000,2023-01-27,167.1500,,,,
2023-01-25,354.0000,2023-01-30,139.0000,,,,
2023-01-26,355.6000,2023-01-31,136.6500,,,,
2023-01-27,358.1000,2023-02-01,142.1000,,,,
2023-01-30,265.3500,2023-02-02,136.8500,,,,
2023-01-31,251.7500,2023-02-03,138.5000,,,,
2023-02-01,247.0000,2023-02-06,139.2500,,,,
2023-02-02,244.6500,2023-02-07,136.0000,,,,
2023-02-03,236.0000,2023-02-08,129.6500,,,,
2023-02-06,252.0000,2023-02-09,128.0000,,,,
2023-02-07,255.6500,2023-02-10,132.0000,,,,
2023-02-08,239.3500,2023-02-13,132.0000,,,,
2023-02-09,225.5000,2023-02-14,134.0000,,,,
2023-02-10,226.1000,2023-02-15,136.5000,,,,
2023-02-13,221.0000,2023-02-16,137.0000,,,,
2023-02-14,219.5000,2023-02-17,136.5000,,,,
2023-02-15,219.9000,2023-02-21,137.0000,,,,
2023-02-16,214.0000,2023-02-22,137.1500,,,,
2023-02-17,209.3500,2023-02-23,139.0000,,,,
2023-02-20,205.6500,2023-02-24,137.9000,,,,
2023-02-21,208.5000,2023-02-27,148.1500,,,,
2023-02-22,209.6500,2023-02-28,145.9000,,,,
2023-02-23,210.1000,2023-03-01,143.8500,,,,
2023-02-24,209.2000,2023-03-02,141.4000,,,,
2023-02-27,196.5000,2023-03-03,131.7500,,,,
2023-02-28,192.8500,2023-03-06,123.0000,,,,
2023-03-01,193.5000,2023-03-07,124.5000,,,,
2023-03-02,193.0000,2023-03-08,123.3500,,,,
2023-03-03,188.9000,2023-03-09,126.7500,,,,
2023-03-06,181.7500,2023-03-10,135.0000,,,,
2023-03-07,179.2500,2023-03-13,138.6500,,,,
2023-03-08,179.5000,2023-03-14,141.0000,,,,
2023-03-09,180.0000,2023-03-15,138.0000,,,,
2023-03-10,185.2500,2023-03-16,138.0000,,,,
2023-03-13,182.9000,2023-03-17,134.5000,,,,
2023-03-14,180.0000,2023-03-20,134.5000,,,,
2023-03-15,175.0000,2023-03-21,139.0000,,,,
2023-03-16,174.0000,2023-03-22,137.1000,,,,
2023-03-17,173.0000,,,,,,
2023-03-20,172.2500,,,,,,
2023-03-21,174.0000,,,,,,
2023-03-22,176.5500,,,,,,
