時間,ICE-Newcastle煤 (L),時間,ICE-Rotterdam煤 (L),時間,中國-動力煤期貨 (R),時間,中國-焦煤期貨 (R)
2016-07-15,61.3000,2016-07-15,57.9500,2016-08-09,474.0000,2016-08-05,784.5000
2016-07-18,60.8500,2016-07-18,57.6000,2016-08-10,477.0000,2016-08-08,821.0000
2016-07-19,60.9500,2016-07-19,57.1500,2016-08-11,476.0000,2016-08-09,808.5000
2016-07-20,60.9000,2016-07-20,56.9500,2016-08-12,465.0000,2016-08-10,810.0000
2016-07-21,60.9500,2016-07-21,56.9500,2016-08-15,460.0000,2016-08-11,815.0000
2016-07-22,60.8500,2016-07-22,56.7000,2016-08-16,516.0000,2016-08-12,813.0000
2016-07-25,61.2500,2016-07-25,57.0000,2016-08-17,509.0000,2016-08-15,865.0000
2016-07-26,61.0500,2016-07-26,57.1000,2016-08-18,493.0000,2016-08-16,877.0000
2016-07-27,61.2000,2016-07-27,57.2000,2016-08-19,492.0000,2016-08-17,866.0000
2016-07-28,61.2500,2016-07-28,57.1500,2016-08-22,492.0000,2016-08-18,845.0000
2016-07-29,61.1500,2016-07-29,57.1500,2016-08-23,496.0000,2016-08-19,848.5000
2016-08-01,67.7000,2016-08-01,61.7500,2016-08-24,489.0000,2016-08-22,857.5000
2016-08-02,67.6000,2016-08-02,61.6000,2016-08-25,494.0000,2016-08-23,868.5000
2016-08-03,67.3000,2016-08-03,61.1000,2016-08-26,494.0000,2016-08-24,867.0000
2016-08-04,65.0000,2016-08-04,59.1500,2016-08-29,491.0000,2016-08-25,859.0000
2016-08-05,65.0000,2016-08-05,57.7500,2016-08-30,497.0000,2016-08-26,861.5000
2016-08-08,67.2500,2016-08-08,60.1500,2016-08-31,511.0000,2016-08-29,874.0000
2016-08-09,67.0000,2016-08-09,60.8000,2016-09-01,515.0000,2016-08-30,883.0000
2016-08-10,66.3000,2016-08-10,59.7000,2016-09-02,517.0000,2016-08-31,859.5000
2016-08-11,67.8500,2016-08-11,61.0000,2016-09-05,527.0000,2016-09-01,876.5000
2016-08-12,68.3000,2016-08-12,61.4500,2016-09-06,528.0000,2016-09-02,901.0000
2016-08-15,67.6000,2016-08-15,61.0000,2016-09-07,505.0000,2016-09-05,936.5000
2016-08-16,67.6000,2016-08-16,61.0500,2016-09-08,514.0000,2016-09-06,946.0000
2016-08-17,68.1000,2016-08-17,61.0500,2016-09-09,501.0000,2016-09-07,903.5000
2016-08-18,67.0500,2016-08-18,60.5000,2016-09-12,494.0000,2016-09-08,909.5000
2016-08-19,67.5500,2016-08-19,60.1000,2016-09-13,498.0000,2016-09-09,902.0000
2016-08-22,68.1500,2016-08-22,60.3500,2016-09-14,500.0000,2016-09-12,865.5000
2016-08-23,67.1000,2016-08-23,60.0500,2016-09-19,517.0000,2016-09-13,855.0000
2016-08-24,67.0000,2016-08-24,59.9000,2016-09-20,528.0000,2016-09-14,866.5000
2016-08-25,67.4500,2016-08-25,60.2000,2016-09-21,522.0000,2016-09-19,891.5000
2016-08-26,67.1500,2016-08-26,60.3000,2016-09-22,516.0000,2016-09-20,926.5000
2016-08-29,66.9500,2016-08-29,59.7500,2016-09-23,524.0000,2016-09-21,931.5000
2016-08-30,68.0000,2016-08-30,61.2000,2016-09-26,525.0000,2016-09-22,921.5000
2016-08-31,68.7500,2016-08-31,61.3000,2016-09-27,527.0000,2016-09-23,943.0000
2016-09-01,69.0500,2016-09-01,61.2500,2016-09-28,527.0000,2016-09-26,963.0000
2016-09-02,69.1500,2016-09-02,61.9000,2016-09-29,541.0000,2016-09-27,960.5000
2016-09-05,69.8500,2016-09-05,61.5500,2016-09-30,539.0000,2016-09-28,970.5000
2016-09-06,70.7500,2016-09-06,61.7500,2016-10-10,538.0000,2016-09-29,999.5000
2016-09-07,69.8000,2016-09-07,60.5000,2016-10-11,542.0000,2016-09-30,1011.5000
2016-09-08,69.6000,2016-09-08,59.8500,2016-10-12,543.0000,2016-10-10,1023.0000
2016-09-09,69.7000,2016-09-09,60.1000,2016-10-13,557.0000,2016-10-11,1041.0000
2016-09-12,70.0000,2016-09-12,60.3500,2016-10-14,564.0000,2016-10-12,1063.0000
2016-09-13,70.1500,2016-09-13,60.8000,2016-10-17,586.0000,2016-10-13,1059.5000
2016-09-14,70.1500,2016-09-14,60.5000,2016-10-18,583.0000,2016-10-14,1111.0000
2016-09-15,70.9500,2016-09-15,61.1000,2016-10-19,583.0000,2016-10-17,1156.0000
2016-09-16,71.1500,2016-09-16,61.1000,2016-10-20,589.0000,2016-10-18,1180.5000
2016-09-19,71.2500,2016-09-19,61.5000,2016-10-21,601.0000,2016-10-19,1228.5000
2016-09-20,71.6500,2016-09-20,61.5000,2016-10-24,626.0000,2016-10-20,1213.0000
2016-09-21,72.6500,2016-09-21,62.2500,2016-10-25,643.4000,2016-10-21,1235.0000
2016-09-22,71.5000,2016-09-22,62.1000,2016-10-26,630.0000,2016-10-24,1243.5000
2016-09-23,71.9500,2016-09-23,62.6000,2016-10-27,610.2000,2016-10-25,1300.0000
2016-09-26,71.8000,2016-09-26,62.5500,2016-10-28,628.6000,2016-10-26,1277.5000
2016-09-27,71.9000,2016-09-27,62.2500,2016-10-31,629.2000,2016-10-27,1244.0000
2016-09-28,72.6000,2016-09-28,62.8000,2016-11-01,632.6000,2016-10-28,1307.5000
2016-09-29,72.1500,2016-09-29,62.8500,2016-11-02,639.2000,2016-10-31,1306.5000
2016-09-30,72.2000,2016-09-30,62.8000,2016-11-03,636.6000,2016-11-01,1313.0000
2016-10-03,81.1000,2016-10-03,74.7500,2016-11-04,661.0000,2016-11-02,1304.5000
2016-10-04,83.1500,2016-10-04,75.6000,2016-11-07,674.0000,2016-11-03,1336.0000
2016-10-05,83.6000,2016-10-05,75.7000,2016-11-08,637.0000,2016-11-04,1405.5000
2016-10-06,84.8000,2016-10-06,77.2000,2016-11-09,653.2000,2016-11-07,1516.0000
2016-10-07,84.4500,2016-10-07,76.7500,2016-11-10,623.6000,2016-11-08,1422.5000
2016-10-10,84.0500,2016-10-10,75.6500,2016-11-11,644.4000,2016-11-09,1559.0000
2016-10-11,84.4000,2016-10-11,74.3000,2016-11-14,655.4000,2016-11-10,1495.5000
2016-10-12,86.0000,2016-10-12,74.9000,2016-11-15,629.6000,2016-11-11,1563.0000
2016-10-13,88.0000,2016-10-13,75.0000,2016-11-16,634.2000,2016-11-14,1644.0000
2016-10-14,89.4500,2016-10-14,75.7500,2016-11-17,610.8000,2016-11-15,1509.5000
2016-10-17,90.9500,2016-10-17,77.4500,2016-11-18,597.8000,2016-11-16,1569.0000
2016-10-18,92.7000,2016-10-18,80.1000,2016-11-21,607.2000,2016-11-17,1558.0000
2016-10-19,91.4000,2016-10-19,78.2500,2016-11-22,616.8000,2016-11-18,1485.0000
2016-10-20,91.3000,2016-10-20,78.5000,2016-11-23,611.2000,2016-11-21,1483.0000
2016-10-21,92.8000,2016-10-21,79.1500,2016-11-24,608.2000,2016-11-22,1598.5000
2016-10-24,92.8000,2016-10-24,79.2500,2016-11-25,607.4000,2016-11-23,1566.0000
2016-10-25,93.2000,2016-10-25,79.2500,2016-11-28,611.2000,2016-11-24,1544.0000
2016-10-26,93.5500,2016-10-26,79.5000,2016-11-29,593.6000,2016-11-25,1582.0000
2016-10-27,94.1000,2016-10-27,79.4500,2016-11-30,578.2000,2016-11-28,1588.5000
2016-10-28,93.9500,2016-10-28,79.5500,2016-12-01,603.8000,2016-11-29,1501.0000
2016-10-31,108.6000,2016-10-31,84.3500,2016-12-02,609.4000,2016-11-30,1294.5000
2016-11-01,114.7500,2016-11-01,85.9000,2016-12-05,603.4000,2016-12-01,1306.5000
2016-11-02,112.3500,2016-11-02,84.6000,2016-12-06,525.4000,2016-12-02,1276.0000
2016-11-03,106.5000,2016-11-03,85.5000,2016-12-07,540.4000,2016-12-05,1292.5000
2016-11-04,108.6500,2016-11-04,87.0500,2016-12-08,539.6000,2016-12-06,1280.0000
2016-11-07,111.9500,2016-11-07,87.7500,2016-12-09,541.2000,2016-12-07,1344.0000
2016-11-08,112.1000,2016-11-08,87.1000,2016-12-12,544.0000,2016-12-08,1317.0000
2016-11-09,111.4000,2016-11-09,89.5500,2016-12-13,545.0000,2016-12-09,1289.0000
2016-11-10,111.4000,2016-11-10,88.9000,2016-12-14,540.0000,2016-12-12,1242.0000
2016-11-11,109.8500,2016-11-11,89.4000,2016-12-15,540.8000,2016-12-13,1258.0000
2016-11-14,105.3500,2016-11-14,87.9500,2016-12-16,541.4000,2016-12-14,1271.0000
2016-11-15,106.4500,2016-11-15,88.2000,2016-12-19,534.8000,2016-12-15,1288.0000
2016-11-16,104.9000,2016-11-16,86.5000,2016-12-20,531.6000,2016-12-16,1260.0000
2016-11-17,106.2500,2016-11-17,86.5000,2016-12-21,532.0000,2016-12-19,1293.5000
2016-11-18,105.1000,2016-11-18,86.3500,2016-12-22,521.0000,2016-12-20,1328.5000
2016-11-21,105.1000,2016-11-21,86.8000,2016-12-23,517.6000,2016-12-21,1329.0000
2016-11-22,106.3000,2016-11-22,87.1500,2016-12-26,511.6000,2016-12-22,1255.0000
2016-11-23,103.3000,2016-11-23,85.0500,2016-12-27,514.6000,2016-12-23,1248.0000
2016-11-24,105.9500,2016-11-24,86.6500,2016-12-28,512.8000,2016-12-26,1173.5000
2016-11-25,103.7500,2016-11-25,87.0000,2016-12-29,503.0000,2016-12-27,1177.0000
2016-11-28,92.2500,2016-11-28,84.3500,2016-12-30,500.4000,2016-12-28,1168.0000
2016-11-29,88.5000,2016-11-29,84.7500,2017-01-03,596.0000,2016-12-29,1172.5000
2016-11-30,87.4500,2016-11-30,85.6000,2017-01-04,496.8000,2016-12-30,1177.0000
2016-12-01,87.7000,2016-12-01,85.1500,2017-01-05,509.6000,2017-01-02,1178.0000
2016-12-02,87.4000,2016-12-02,84.1000,2017-01-06,508.0000,2017-01-03,1125.5000
2016-12-05,86.8000,2016-12-05,83.1000,2017-01-09,517.4000,2017-01-04,1138.5000
2016-12-06,84.0000,2016-12-06,79.2500,2017-01-10,527.4000,2017-01-05,1146.5000
2016-12-07,83.0000,2016-12-07,80.6500,2017-01-11,527.0000,2017-01-06,1161.5000
2016-12-08,84.0000,2016-12-08,82.6000,2017-01-12,524.4000,2017-01-09,1199.0000
2016-12-09,84.3500,2016-12-09,83.9500,2017-01-13,524.6000,2017-01-10,1268.0000
2016-12-12,85.7000,2016-12-12,86.5000,2017-01-16,540.0000,2017-01-11,1247.5000
2016-12-13,86.0000,2016-12-13,87.5500,2017-01-17,509.8000,2017-01-12,1245.0000
2016-12-14,87.5500,2016-12-14,88.9000,2017-01-18,507.4000,2017-01-13,1263.5000
2016-12-15,88.8500,2016-12-15,90.1000,2017-01-19,511.4000,2017-01-16,1325.5000
2016-12-16,86.5000,2016-12-16,89.4000,2017-01-20,506.8000,2017-01-17,1221.5000
2016-12-19,86.2000,2016-12-19,89.0500,2017-01-23,517.4000,2017-01-18,1224.0000
2016-12-20,87.0000,2016-12-20,90.0000,2017-01-24,531.8000,2017-01-19,1234.0000
2016-12-21,86.9000,2016-12-21,90.2500,2017-01-25,536.0000,2017-01-20,1179.0000
2016-12-22,86.7500,2016-12-22,90.0000,2017-01-26,538.0000,2017-01-23,1180.5000
2016-12-23,86.6000,2016-12-23,90.0500,2017-02-03,524.8000,2017-01-24,1214.0000
2016-12-27,86.6000,2016-12-27,90.0500,2017-02-06,534.8000,2017-01-25,1200.0000
2016-12-28,87.6500,2016-12-28,90.6000,2017-02-07,537.4000,2017-01-26,1260.0000
2016-12-29,88.2500,2016-12-29,90.6000,2017-02-08,536.8000,2017-02-03,1172.0000
2016-12-30,88.4000,2016-12-30,90.2000,2017-02-09,529.6000,2017-02-06,1154.5000
2017-01-03,90.5000,2017-01-03,82.5000,2017-02-10,536.0000,2017-02-07,1164.0000
2017-01-04,88.6000,2017-01-04,84.2000,2017-02-13,535.6000,2017-02-08,1175.0000
2017-01-05,85.7000,2017-01-05,85.7500,2017-02-14,531.6000,2017-02-09,1132.0000
2017-01-06,83.5000,2017-01-06,84.7500,2017-02-15,535.2000,2017-02-10,1158.0000
2017-01-09,82.0500,2017-01-09,84.0500,2017-02-16,544.4000,2017-02-13,1204.5000
2017-01-10,81.5000,2017-01-10,86.4000,2017-02-17,549.6000,2017-02-14,1224.5000
2017-01-11,82.1500,2017-01-11,88.7000,2017-02-20,556.2000,2017-02-15,1214.0000
2017-01-12,84.0500,2017-01-12,88.6000,2017-02-21,556.0000,2017-02-16,1223.0000
2017-01-13,83.5000,2017-01-13,88.2000,2017-02-22,557.2000,2017-02-17,1235.5000
2017-01-16,82.9000,2017-01-16,88.0500,2017-02-23,566.0000,2017-02-20,1280.0000
2017-01-17,84.5500,2017-01-17,89.8000,2017-02-24,562.8000,2017-02-21,1268.0000
2017-01-18,83.8500,2017-01-18,89.9500,2017-02-27,573.0000,2017-02-22,1223.5000
2017-01-19,83.4500,2017-01-19,88.5500,2017-02-28,580.4000,2017-02-23,1219.0000
2017-01-20,83.8000,2017-01-20,89.2000,2017-03-01,582.2000,2017-02-24,1257.5000
2017-01-23,83.6500,2017-01-23,89.3000,2017-03-02,582.6000,2017-02-27,1266.0000
2017-01-24,83.7500,2017-01-24,89.2000,2017-03-03,583.2000,2017-02-28,1249.5000
2017-01-25,83.7000,2017-01-25,88.8500,2017-03-06,592.4000,2017-03-01,1327.0000
2017-01-26,83.6000,2017-01-26,88.5000,2017-03-07,586.2000,2017-03-02,1318.5000
2017-01-27,83.7500,2017-01-27,88.5000,2017-03-08,586.6000,2017-03-03,1310.5000
2017-01-30,83.5500,2017-01-30,82.3000,2017-03-09,585.2000,2017-03-06,1309.5000
2017-01-31,83.0000,2017-01-31,85.3000,2017-03-10,585.4000,2017-03-07,1303.5000
2017-02-01,82.7000,2017-02-01,84.6500,2017-03-13,609.6000,2017-03-08,1294.0000
2017-02-02,82.7500,2017-02-02,85.1000,2017-03-14,615.8000,2017-03-09,1304.5000
2017-02-03,83.0000,2017-02-03,84.5500,2017-03-15,615.4000,2017-03-10,1273.5000
2017-02-06,81.3000,2017-02-06,84.3000,2017-03-16,619.0000,2017-03-13,1318.0000
2017-02-07,80.4000,2017-02-07,84.1000,2017-03-17,623.0000,2017-03-14,1313.0000
2017-02-08,79.4000,2017-02-08,83.1000,2017-03-20,621.0000,2017-03-15,1304.5000
2017-02-09,79.7500,2017-02-09,82.8000,2017-03-21,617.8000,2017-03-16,1298.0000
2017-02-10,80.0500,2017-02-10,81.2000,2017-03-22,615.4000,2017-03-17,1275.5000
2017-02-13,79.9000,2017-02-13,80.5000,2017-03-23,629.0000,2017-03-20,1307.0000
2017-02-14,79.9000,2017-02-14,80.5000,2017-03-24,611.8000,2017-03-21,1301.5000
2017-02-15,80.0000,2017-02-15,81.5000,2017-03-27,614.6000,2017-03-22,1272.0000
2017-02-16,80.0000,2017-02-16,81.7500,2017-03-28,619.8000,2017-03-23,1306.5000
2017-02-17,79.9000,2017-02-17,81.8000,2017-03-29,635.0000,2017-03-24,1291.0000
2017-02-20,80.1000,2017-02-20,82.2000,2017-03-30,633.2000,2017-03-27,1234.0000
2017-02-21,80.1500,2017-02-21,82.2000,2017-03-31,636.8000,2017-03-28,1228.5000
2017-02-22,79.7500,2017-02-22,82.1000,2017-04-05,646.0000,2017-03-29,1277.0000
2017-02-23,79.8000,2017-02-23,82.1000,2017-04-06,645.2000,2017-03-30,1281.0000
2017-02-24,80.0000,2017-02-24,82.1000,2017-04-07,635.8000,2017-03-31,1235.0000
2017-02-27,83.5000,2017-02-27,78.6500,2017-04-10,639.0000,2017-04-05,1324.5000
2017-02-28,83.4500,2017-02-28,77.9000,2017-04-11,624.8000,2017-04-06,1343.0000
2017-03-01,82.7500,2017-03-01,78.8000,2017-04-12,625.6000,2017-04-07,1283.5000
2017-03-02,82.2000,2017-03-02,77.9500,2017-04-13,623.2000,2017-04-10,1264.5000
2017-03-03,80.9500,2017-03-03,76.9000,2017-04-14,620.8000,2017-04-11,1216.0000
2017-03-06,80.2000,2017-03-06,76.8000,2017-04-17,622.4000,2017-04-12,1154.5000
2017-03-07,79.2500,2017-03-07,75.8000,2017-04-18,621.0000,2017-04-13,1142.5000
2017-03-08,78.6500,2017-03-08,76.1000,2017-04-19,531.6000,2017-04-14,1108.0000
2017-03-09,78.2000,2017-03-09,74.7000,2017-04-20,545.8000,2017-04-17,1128.5000
2017-03-10,78.7500,2017-03-10,75.3500,2017-04-21,541.6000,2017-04-18,1096.5000
2017-03-13,81.1000,2017-03-13,75.8500,2017-04-24,528.0000,2017-04-19,1078.0000
2017-03-14,80.9000,2017-03-14,75.2500,2017-04-25,526.8000,2017-04-20,1124.5000
2017-03-15,81.6500,2017-03-15,75.1500,2017-04-26,525.6000,2017-04-21,1138.5000
2017-03-16,81.1000,2017-03-16,74.7000,2017-04-27,529.8000,2017-04-24,1091.5000
2017-03-17,81.3000,2017-03-17,74.8500,2017-04-28,527.2000,2017-04-25,1085.0000
2017-03-20,80.9000,2017-03-20,74.1500,2017-05-02,530.4000,2017-04-26,1080.0000
2017-03-21,80.5500,2017-03-21,73.8000,2017-05-03,528.6000,2017-04-27,1116.5000
2017-03-22,80.4000,2017-03-22,73.6500,2017-05-04,514.2000,2017-04-28,1127.0000
2017-03-23,80.9500,2017-03-23,73.8000,2017-05-05,511.2000,2017-05-02,1141.0000
2017-03-24,80.9500,2017-03-24,73.4500,2017-05-08,508.0000,2017-05-03,1106.0000
2017-03-27,80.9500,2017-03-27,73.5500,2017-05-09,509.0000,2017-05-04,1050.0000
2017-03-28,80.7500,2017-03-28,73.7000,2017-05-10,515.6000,2017-05-05,1020.0000
2017-03-29,80.7500,2017-03-29,73.7000,2017-05-11,513.2000,2017-05-08,1039.0000
2017-03-30,80.7000,2017-03-30,73.7000,2017-05-12,510.2000,2017-05-09,1047.0000
2017-03-31,80.7500,2017-03-31,74.2000,2017-05-15,511.8000,2017-05-10,1066.0000
2017-04-03,89.5000,2017-04-03,76.8000,2017-05-16,521.6000,2017-05-11,1026.0000
2017-04-04,89.7500,2017-04-04,76.1500,2017-05-17,527.8000,2017-05-12,1014.0000
2017-04-05,89.4500,2017-04-05,77.2500,2017-05-18,522.6000,2017-05-15,1020.0000
2017-04-06,89.6500,2017-04-06,77.8000,2017-05-19,534.4000,2017-05-16,1029.0000
2017-04-07,88.2000,2017-04-07,76.6500,2017-05-22,527.0000,2017-05-17,1048.0000
2017-04-10,86.7500,2017-04-10,75.5000,2017-05-23,525.8000,2017-05-18,1029.0000
2017-04-11,84.8500,2017-04-11,75.1000,2017-05-24,514.6000,2017-05-19,1049.0000
2017-04-12,84.5500,2017-04-12,74.9000,2017-05-25,521.0000,2017-05-22,1048.0000
2017-04-13,84.1500,2017-04-13,75.4500,2017-05-26,526.4000,2017-05-23,1075.0000
2017-04-17,84.1500,2017-04-17,75.4500,2017-05-31,513.8000,2017-05-24,1038.0000
2017-04-18,84.3500,2017-04-18,75.6500,2017-06-01,522.0000,2017-05-25,1051.0000
2017-04-19,84.1000,2017-04-19,75.3000,2017-06-02,517.0000,2017-05-26,1033.0000
2017-04-20,84.1500,2017-04-20,75.5500,2017-06-05,529.2000,2017-05-31,949.0000
2017-04-21,84.2000,2017-04-21,75.4500,2017-06-06,531.0000,2017-06-01,951.0000
2017-04-24,83.9000,2017-04-24,75.2500,2017-06-07,541.8000,2017-06-02,940.0000
2017-04-25,83.8500,2017-04-25,75.2500,2017-06-08,551.0000,2017-06-05,959.0000
2017-04-26,83.8000,2017-04-26,75.3500,2017-06-09,550.8000,2017-06-06,969.0000
2017-04-27,84.8000,2017-04-27,75.9000,2017-06-12,559.4000,2017-06-07,972.0000
2017-04-28,83.5500,2017-04-28,75.5000,2017-06-13,562.6000,2017-06-08,969.0000
2017-05-01,79.4000,2017-05-01,74.3000,2017-06-14,566.6000,2017-06-09,951.0000
2017-05-02,79.0000,2017-05-02,74.3000,2017-06-15,564.0000,2017-06-12,967.0000
2017-05-03,78.0000,2017-05-03,74.1500,2017-06-16,569.2000,2017-06-13,954.0000
2017-05-04,78.0000,2017-05-04,73.5500,2017-06-19,580.6000,2017-06-14,985.0000
2017-05-05,78.0000,2017-05-05,73.5000,2017-06-20,580.6000,2017-06-15,968.0000
2017-05-08,74.2000,2017-05-08,72.7000,2017-06-21,577.6000,2017-06-16,964.0000
2017-05-09,73.8500,2017-05-09,72.8000,2017-06-22,577.6000,2017-06-19,999.0000
2017-05-10,74.1000,2017-05-10,73.1000,2017-06-23,572.0000,2017-06-20,1015.0000
2017-05-11,73.3000,2017-05-11,72.6500,2017-06-26,563.8000,2017-06-21,1030.0000
2017-05-12,73.6000,2017-05-12,72.7000,2017-06-27,575.0000,2017-06-22,1033.0000
2017-05-15,73.3000,2017-05-15,72.7500,2017-06-28,569.6000,2017-06-23,1042.0000
2017-05-16,73.2500,2017-05-16,73.2500,2017-06-29,570.8000,2017-06-26,1023.0000
2017-05-17,73.8000,2017-05-17,73.5500,2017-06-30,579.8000,2017-06-27,1050.0000
2017-05-18,74.0500,2017-05-18,74.1000,2017-07-03,573.0000,2017-06-28,1078.0000
2017-05-19,74.2500,2017-05-19,74.2000,2017-07-04,570.4000,2017-06-29,1132.0000
2017-05-22,74.8000,2017-05-22,74.9500,2017-07-05,589.6000,2017-06-30,1120.0000
2017-05-23,74.3500,2017-05-23,74.2500,2017-07-06,591.8000,2017-07-03,1147.0000
2017-05-24,74.4500,2017-05-24,74.2500,2017-07-07,588.8000,2017-07-04,1104.0000
2017-05-25,74.4500,2017-05-25,74.2000,2017-07-10,590.6000,2017-07-05,1123.0000
2017-05-26,74.4500,2017-05-26,74.2000,2017-07-11,601.0000,2017-07-06,1124.0000
2017-05-29,73.8500,2017-05-29,76.2000,2017-07-12,586.8000,2017-07-07,1128.0000
2017-05-30,74.1000,2017-05-30,77.7500,2017-07-13,599.0000,2017-07-10,1129.0000
2017-05-31,73.4500,2017-05-31,76.5500,2017-07-14,598.2000,2017-07-11,1152.0000
2017-06-01,74.5000,2017-06-01,77.3000,2017-07-17,614.0000,2017-07-12,1139.0000
2017-06-02,76.0000,2017-06-02,77.5000,2017-07-18,613.6000,2017-07-13,1184.0000
2017-06-05,75.9000,2017-06-05,77.8500,2017-07-19,610.2000,2017-07-14,1169.5000
2017-06-06,76.9500,2017-06-06,77.4000,2017-07-20,609.4000,2017-07-17,1222.0000
2017-06-07,78.4500,2017-06-07,77.8500,2017-07-21,608.8000,2017-07-18,1244.0000
2017-06-08,79.3000,2017-06-08,78.5000,2017-07-24,603.2000,2017-07-19,1255.0000
2017-06-09,79.4500,2017-06-09,78.5500,2017-07-25,608.0000,2017-07-20,1241.0000
2017-06-12,79.4500,2017-06-12,78.6500,2017-07-26,604.8000,2017-07-21,1262.0000
2017-06-13,80.8500,2017-06-13,78.7500,2017-07-27,598.2000,2017-07-24,1243.0000
2017-06-14,80.5000,2017-06-14,78.1500,2017-07-28,589.0000,2017-07-25,1262.0000
2017-06-15,80.8000,2017-06-15,78.3000,2017-07-31,609.8000,2017-07-26,1269.5000
2017-06-16,80.8500,2017-06-16,78.5500,2017-08-01,595.4000,2017-07-27,1283.0000
2017-06-19,81.2000,2017-06-19,79.1500,2017-08-02,592.6000,2017-07-28,1272.0000
2017-06-20,80.7500,2017-06-20,79.0500,2017-08-03,588.4000,2017-07-31,1344.0000
2017-06-21,80.7000,2017-06-21,79.0500,2017-08-04,592.6000,2017-08-01,1321.0000
2017-06-22,80.6000,2017-06-22,78.9000,2017-08-07,589.4000,2017-08-02,1340.0000
2017-06-23,80.6500,2017-06-23,78.8500,2017-08-08,591.4000,2017-08-03,1288.0000
2017-06-26,80.5500,2017-06-26,78.9000,2017-08-09,598.0000,2017-08-04,1261.0000
2017-06-27,80.6000,2017-06-27,79.1000,2017-08-10,605.4000,2017-08-07,1243.0000
2017-06-28,80.6500,2017-06-28,79.0500,2017-08-11,600.4000,2017-08-08,1282.0000
2017-06-29,80.9500,2017-06-29,79.0000,2017-08-14,584.6000,2017-08-09,1336.0000
2017-06-30,81.0000,2017-06-30,79.0000,2017-08-15,588.8000,2017-08-10,1335.0000
2017-07-03,79.4500,2017-07-03,80.7000,2017-08-16,587.2000,2017-08-11,1328.0000
2017-07-04,81.1500,2017-07-04,81.7500,2017-08-17,599.2000,2017-08-14,1300.0000
2017-07-05,83.0500,2017-07-05,84.0500,2017-08-18,602.2000,2017-08-15,1334.0000
2017-07-06,83.2000,2017-07-06,85.5000,2017-08-21,600.2000,2017-08-16,1358.0000
2017-07-07,82.5500,2017-07-07,85.4500,2017-08-22,595.8000,2017-08-17,1456.0000
2017-07-10,82.3500,2017-07-10,84.6500,2017-08-23,591.8000,2017-08-18,1483.0000
2017-07-11,83.3500,2017-07-11,84.6500,2017-08-24,593.2000,2017-08-21,1473.0000
2017-07-12,83.2000,2017-07-12,84.3000,2017-08-25,616.8000,2017-08-22,1486.0000
2017-07-13,83.8000,2017-07-13,83.1500,2017-08-28,612.2000,2017-08-23,1455.0000
2017-07-14,83.9500,2017-07-14,83.3000,2017-08-29,611.0000,2017-08-24,1480.0000
2017-07-17,84.3000,2017-07-17,83.5000,2017-08-30,621.4000,2017-08-25,1506.0000
2017-07-18,85.5500,2017-07-18,83.4000,2017-08-31,619.8000,2017-08-28,1471.0000
2017-07-19,85.8500,2017-07-19,83.0000,2017-09-01,627.8000,2017-08-29,1403.0000
2017-07-20,86.7000,2017-07-20,83.4000,2017-09-04,633.0000,2017-08-30,1395.0000
2017-07-21,86.4500,2017-07-21,83.6000,2017-09-05,637.8000,2017-08-31,1419.0000
2017-07-24,86.3500,2017-07-24,83.4500,2017-09-06,633.0000,2017-09-01,1443.0000
2017-07-25,86.8000,2017-07-25,83.5500,2017-09-07,635.8000,2017-09-04,1396.0000
2017-07-26,87.2500,2017-07-26,83.5000,2017-09-08,641.0000,2017-09-05,1425.0000
2017-07-27,87.3000,2017-07-27,83.5000,2017-09-11,649.8000,2017-09-06,1394.0000
2017-07-28,87.2000,2017-07-28,83.5000,2017-09-12,658.8000,2017-09-07,1398.0000
2017-07-31,93.2000,2017-07-31,83.2500,2017-09-13,652.4000,2017-09-08,1409.0000
2017-08-01,94.7000,2017-08-01,82.2500,2017-09-14,658.4000,2017-09-11,1439.0000
2017-08-02,95.0500,2017-08-02,82.1000,2017-09-15,651.4000,2017-09-12,1466.0000
2017-08-03,94.5500,2017-08-03,82.8000,2017-09-18,645.0000,2017-09-13,1429.0000
2017-08-04,95.3500,2017-08-04,83.6000,2017-09-19,660.8000,2017-09-14,1401.0000
2017-08-07,95.0000,2017-08-07,84.0000,2017-09-20,659.6000,2017-09-15,1316.0000
2017-08-08,94.0500,2017-08-08,83.5000,2017-09-21,634.8000,2017-09-18,1281.0000
2017-08-09,95.2000,2017-08-09,84.1000,2017-09-22,628.0000,2017-09-19,1275.0000
2017-08-10,95.8500,2017-08-10,84.4000,2017-09-25,632.2000,2017-09-20,1310.0000
2017-08-11,95.8000,2017-08-11,85.1000,2017-09-26,633.6000,2017-09-21,1219.0000
2017-08-14,95.4500,2017-08-14,85.4000,2017-09-27,640.8000,2017-09-22,1211.0000
2017-08-15,94.9500,2017-08-15,84.7500,2017-09-28,643.0000,2017-09-25,1175.0000
2017-08-16,97.4500,2017-08-16,85.3500,2017-09-29,644.2000,2017-09-26,1162.0000
2017-08-17,98.0500,2017-08-17,86.1000,2017-10-02,644.2000,2017-09-27,1174.0000
2017-08-18,98.3000,2017-08-18,86.2500,2017-10-09,619.2000,2017-09-28,1124.0000
2017-08-21,98.3500,2017-08-21,85.2000,2017-10-10,610.2000,2017-09-29,1134.0000
2017-08-22,98.4000,2017-08-22,85.2500,2017-10-11,609.6000,2017-10-02,1078.5000
